Amount.Requested,Loan.Amount,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Score,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.,Employment.Length,Intercept
65819,9600,12,36,credit_card,0.25,CT,RENT,4750,685,11,29475,0,5 years,1
60947,6000,6,36,major_purchase,0.13,TX,MORTGAGE,6666.67,775,13,8581,0,10+ years,1
66542,14000,15,36,credit_card,0.11,AZ,RENT,7333.33,680,7,6229,1,< 1 year,1
17609,17000,13,36,debt_consolidation,0.16,AL,RENT,4333.33,705,5,19053,0,10+ years,1
41569,13250,11,36,credit_card,0.25,NJ,RENT,3333.33,700,13,16192,0,1 year,1
53373,13000,10,36,credit_card,0.25,TX,RENT,4166.67,705,10,15534,0,6 years,1
65052,20000,12,36,debt_consolidation,0.16,FL,MORTGAGE,4166.67,700,7,15917,0,1 year,1
63133,7000,15,36,credit_card,0.16,CO,RENT,2666.67,670,11,11529,0,5 years,1
85485,12000,17,36,debt_consolidation,0.15,CO,MORTGAGE,4166.67,665,7,12318,1,< 1 year,1
49712,4200,8,36,debt_consolidation,0.07,IL,OWN,10416.67,735,15,10819,1,2 years,1
1973,15000,12,36,debt_consolidation,0.12,FL,MORTGAGE,5000,715,15,31563,3,< 1 year,1
17961,1775,7,36,debt_consolidation,0.2,OH,RENT,3333.33,725,11,2038,0,< 1 year,1
64307,10000,12,36,home_improvement,0.19,NY,MORTGAGE,3250,695,10,19354,0,10+ years,1
37291,14400,13,60,debt_consolidation,0.16,GA,RENT,6250,730,6,28675,1,7 years,1
28276,16000,8,36,credit_card,0.1,FL,RENT,5416.67,735,15,15119,0,6 years,1
9762,10000,13,36,debt_consolidation,0.15,NV,MORTGAGE,6307.42,680,11,18823,0,10+ years,1
16996,3000,6,36,small_business,0.08,CO,RENT,5416.67,745,13,10380,1,1 year,1
47673,20000,8,36,debt_consolidation,0.21,CA,RENT,4333.33,750,9,13169,1,10+ years,1
95606,6000,16,36,debt_consolidation,0.21,WI,RENT,2176.67,685,13,4356,1,2 years,1
40351,7050,13,36,debt_consolidation,0.14,PA,MORTGAGE,5624,680,6,2530,3,4 years,1
70321,11325,12,36,other,0.09,TX,RENT,2833.33,725,3,9137,0,10+ years,1
62797,2000,16,36,home_improvement,0.31,OH,MORTGAGE,4166.67,670,9,3313,1,2 years,1
1760,11000,13,36,other,0.02,CA,RENT,6667,690,7,4526,0,10+ years,1
95560,10000,14,36,debt_consolidation,0.24,WA,RENT,2750,700,4,14317,0,2 years,1
101158,15000,16,36,credit_card,0.11,CA,RENT,5000,665,14,13611,0,4 years,1
38040,23000,19,60,debt_consolidation,0.21,GA,RENT,5166.67,690,13,23773,0,6 years,1
89677,10000,15,36,credit_card,0.26,WA,MORTGAGE,5416.67,675,12,7161,3,n/a,1
15949,4000,12,60,other,0.03,CO,MORTGAGE,9417,705,5,13865,0,5 years,1
23710,13000,11,36,debt_consolidation,0.19,CA,RENT,3200,715,7,28032,1,< 1 year,1
10,5000,9,36,home_improvement,0.12,WI,MORTGAGE,15000,715,16,60568,1,2 years,1
38028,6400,8,36,major_purchase,0.1,IL,RENT,6400,735,11,12306,1,< 1 year,1
49038,3825,8,36,small_business,0.04,NY,RENT,3333.33,745,3,5106,0,5 years,1
56804,8000,18,36,debt_consolidation,0.04,FL,RENT,7750,660,9,8080,1,5 years,1
41014,8000,17,36,debt_consolidation,0.09,FL,MORTGAGE,1833.33,665,7,2963,1,3 years,1
84840,6000,15,36,debt_consolidation,0.06,NJ,RENT,11833.33,660,21,21567,0,5 years,1
35260,2500,9,36,other,0.22,MO,RENT,2583.33,715,7,5883,3,2 years,1
85721,10000,13,36,debt_consolidation,0.19,CO,RENT,4625,685,13,7411,0,2 years,1
46870,14600,10,36,credit_card,0.3,FL,OWN,2500,730,14,23616,1,2 years,1
16032,24000,21,60,other,0.13,MI,RENT,9166.67,660,7,4324,0,10+ years,1
100985,2200,8,36,major_purchase,0.08,WA,MORTGAGE,5500,770,8,2927,0,3 years,1
84917,10000,13,36,debt_consolidation,0.19,CA,RENT,8744.26,680,16,27086,0,< 1 year,1
57190,5000,10,36,credit_card,0.28,NC,MORTGAGE,4583.33,695,15,38092,0,10+ years,1
38205,12300,8,36,debt_consolidation,0.22,FL,RENT,3750,735,6,27282,1,7 years,1
5794,2500,13,36,debt_consolidation,0.16,CA,MORTGAGE,3166.67,690,10,3777,2,< 1 year,1
8628,15000,13,36,other,0.17,PA,MORTGAGE,6691.67,700,14,14488,3,3 years,1
46021,1000,11,36,debt_consolidation,0.09,UT,RENT,1100,715,5,1314,0,2 years,1
33641,18000,12,36,debt_consolidation,0.1,AZ,RENT,3540,700,8,14960,0,< 1 year,1
93511,5000,16,36,debt_consolidation,0.18,CA,RENT,4583.33,700,4,4164,2,7 years,1
15634,6000,10,36,debt_consolidation,0.18,CO,MORTGAGE,4980,685,10,15280,1,n/a,1
22510,2500,10,36,debt_consolidation,0.24,NJ,RENT,2000,705,10,1523,0,2 years,1
80484,6000,10,36,home_improvement,0.07,NC,MORTGAGE,2333.33,710,6,440,3,8 years,1
325,7000,8,36,debt_consolidation,0.1,NV,RENT,4158,765,13,6634,0,8 years,1
23743,4200,13,36,major_purchase,0.14,NJ,MORTGAGE,6500,680,14,23653,1,10+ years,1
59901,12500,14,36,debt_consolidation,0.22,TX,OWN,2083.33,685,9,11967,0,6 years,1
10326,15400,16,60,house,0.15,VA,RENT,6500,695,11,9989,1,4 years,1
92989,30000,18,36,other,0.09,MN,RENT,10192,710,12,24188,0,< 1 year,1
98277,20700,16,60,debt_consolidation,0.33,CA,RENT,6250,720,20,22277,1,7 years,1
54017,7000,13,36,medical,0.22,IL,MORTGAGE,5833.33,685,7,28985,1,5 years,1
45793,8000,8,36,medical,0.09,NY,RENT,3166.67,755,4,680,0,6 years,1
53635,18000,21,60,credit_card,0.12,CA,RENT,9051.83,670,5,32394,2,4 years,1
34440,12000,7,36,debt_consolidation,0.05,WA,MORTGAGE,7083.33,745,9,6578,1,10+ years,1
43487,5500,13,36,credit_card,0.19,VA,RENT,1800,670,6,12567,0,4 years,1
25993,18000,11,60,debt_consolidation,0.15,CA,RENT,5666.67,750,12,1372,0,2 years,1
37383,5400,16,36,medical,0.2,GA,RENT,2666.67,660,9,11114,1,1 year,1
74054,18000,12,60,debt_consolidation,0.19,VA,MORTGAGE,7583.33,730,14,26622,0,3 years,1
49539,3000,11,36,other,0.16,DE,RENT,2000,705,5,1750,1,2 years,1
61152,21000,8,36,debt_consolidation,0.07,IL,MORTGAGE,5333.33,775,7,19178,0,7 years,1
61151,8000,18,36,credit_card,0.35,IL,RENT,3291.67,725,26,18518,0,2 years,1
103989,1750,8,36,debt_consolidation,0.23,VA,MORTGAGE,2000,735,13,13826,5,10+ years,1
988,7500,8,36,other,0.07,KS,MORTGAGE,3750,795,14,9409,1,7 years,1
47060,9500,15,36,debt_consolidation,0.09,CA,RENT,5416.67,685,4,7831,0,1 year,1
71136,14500,14,36,debt_consolidation,0.28,MI,MORTGAGE,6250,705,9,46129,0,10+ years,1
58346,4800,20,36,debt_consolidation,0.2,NM,MORTGAGE,2500,660,4,21514,1,n/a,1
30210,3800,7,36,credit_card,0.03,NY,RENT,3583.33,740,9,3766,0,4 years,1
101065,20675,17,60,debt_consolidation,0.13,MD,RENT,3916.67,710,5,2449,0,1 year,1
101515,3500,10,36,other,0.1,NY,RENT,15000,685,NA,NA,NA,< 1 year,1
101340,27050,19,60,debt_consolidation,0.13,MI,MORTGAGE,5083.33,690,8,15793,0,6 years,1
7167,8000,15,36,debt_consolidation,0.16,FL,MORTGAGE,6416.67,675,8,25573,3,6 years,1
39602,5300,15,36,credit_card,0.25,CT,RENT,2500,660,11,7855,2,1 year,1
85090,5000,8,36,debt_consolidation,0.13,PA,OWN,6666.67,730,18,9597,2,3 years,1
90356,15500,9,36,home_improvement,0.16,PA,RENT,9000,700,8,4097,4,10+ years,1
26354,11200,8,36,debt_consolidation,0.13,GA,MORTGAGE,8500,720,9,5439,1,3 years,1
100217,16000,24,60,credit_card,0.27,TX,RENT,5416.67,665,18,24610,3,1 year,1
83773,21850,16,36,credit_card,0.26,NJ,RENT,10000,690,20,43173,1,4 years,1
46350,2400,9,36,debt_consolidation,0.11,NC,RENT,2333.33,705,8,2075,0,4 years,1
23644,2700,6,36,debt_consolidation,0.2,OH,MORTGAGE,3958.33,750,14,13159,1,8 years,1
33138,30100,19,60,home_improvement,0.03,DC,MORTGAGE,8333.33,705,15,3737,3,6 years,1
60512,20000,14,60,debt_consolidation,0.16,CA,RENT,7083.33,720,8,17270,0,5 years,1
48836,6000,7,36,house,0.16,FL,RENT,4166.67,805,5,79,0,1 year,1
45033,2000,15,36,debt_consolidation,0.17,CA,OWN,2083.33,685,5,2566,1,5 years,1
1269,3200,13,36,other,0.15,PA,RENT,2824,670,6,3318,1,7 years,1
29200,18000,13,60,debt_consolidation,0.28,MD,MORTGAGE,13333.33,740,23,39592,0,< 1 year,1
33736,15000,15,36,small_business,0.08,NJ,RENT,15416.67,680,17,8962,1,6 years,1
24516,5000,12,60,major_purchase,0.15,TX,RENT,4167,725,10,3489,3,2 years,1
53112,7500,14,36,credit_card,0.16,WV,RENT,4833.33,700,8,3908,2,5 years,1
57593,16000,18,36,debt_consolidation,0.06,CA,RENT,7415.83,665,10,21686,3,10+ years,1
37095,20000,8,36,small_business,0.21,TX,MORTGAGE,5000,755,6,6264,1,7 years,1
89600,24000,16,60,debt_consolidation,0.17,NC,MORTGAGE,7500,665,10,24126,0,7 years,1
14080,25000,16,36,credit_card,0.18,MD,RENT,7983.33,685,14,28330,0,2 years,1
39481,3000,6,36,other,0.06,VA,RENT,4166.67,750,7,9616,0,5 years,1
6717,8000,11,36,other,0.15,FL,OWN,3833.33,735,4,13415,0,6 years,1
27671,13000,11,60,home_improvement,0.22,GA,MORTGAGE,6517,740,14,4663,0,3 years,1
55501,8000,6,36,debt_consolidation,0.05,OR,MORTGAGE,3500,815,9,6737,0,10+ years,1
56361,10000,12,36,home_improvement,0.31,NY,MORTGAGE,5000,695,16,18921,0,6 years,1
5166,20000,13,36,other,0.04,AZ,MORTGAGE,5200,780,3,9231,0,7 years,1
87150,21700,15,36,credit_card,0.14,CA,MORTGAGE,5147.17,695,6,8795,2,n/a,1
29016,2500,12,36,debt_consolidation,0.1,RI,RENT,6250,680,10,11131,3,10+ years,1
103215,10000,15,36,debt_consolidation,0.18,MA,RENT,3750,670,16,7201,4,4 years,1
43612,17000,8,36,car,0.27,CA,RENT,3083.33,735,12,16756,0,10+ years,1
38534,10000,7,36,debt_consolidation,0.24,IL,RENT,3750,765,9,1623,0,2 years,1
46458,14100,19,36,debt_consolidation,0.23,AL,OWN,3000,665,7,12114,1,10+ years,1
99787,26500,20,60,credit_card,0.3,MO,MORTGAGE,5000,690,14,10350,0,5 years,1
87571,12000,12,36,debt_consolidation,0.1,CA,MORTGAGE,11166.67,710,11,19643,1,3 years,1
102444,2200,14,36,credit_card,0.1,NJ,RENT,3333.33,640,10,11606,1,3 years,1
67421,7200,8,36,car,0.08,CA,RENT,8333.33,730,12,25430,0,6 years,1
1076,6500,8,36,debt_consolidation,0.05,PA,MORTGAGE,3333,740,9,9830,5,10+ years,1
75473,19750,17,60,debt_consolidation,0.13,NY,MORTGAGE,6737.5,710,14,19070,3,4 years,1
22134,21000,15,60,debt_consolidation,0.1,CA,RENT,3476.8,725,10,0,1,4 years,1
46017,3500,16,36,debt_consolidation,0.13,AR,MORTGAGE,18333.33,665,8,11107,2,7 years,1
26369,2650,7,36,debt_consolidation,0.21,WV,OWN,1482.92,725,15,1808,2,4 years,1
52860,15000,13,36,credit_card,0.19,CA,OWN,5000,695,10,16618,0,10+ years,1
101246,4800,14,36,credit_card,0.19,IL,MORTGAGE,5833.33,695,13,29287,1,5 years,1
53054,12000,18,36,debt_consolidation,0.17,CT,MORTGAGE,3666.67,670,10,7393,0,7 years,1
66184,6000,7,36,debt_consolidation,0.04,NH,MORTGAGE,5000,760,5,4242,0,1 year,1
34351,12000,8,60,debt_consolidation,0.02,DE,MORTGAGE,6666.67,790,6,3364,0,6 years,1
68999,1550,12,36,other,0.11,CA,RENT,5083.33,680,9,5755,0,6 years,1
91334,35000,15,36,debt_consolidation,0.2,PA,MORTGAGE,7500,695,11,29953,2,1 year,1
7183,3000,7,36,debt_consolidation,0.13,PA,RENT,4916.67,730,8,3210,0,5 years,1
9928,15000,10,36,credit_card,0.06,CA,MORTGAGE,9166.67,720,13,14887,0,5 years,1
90912,14400,18,36,credit_card,0.33,FL,RENT,5166.67,665,14,11089,2,4 years,1
7565,12000,10,36,educational,0.05,OH,MORTGAGE,3333.33,755,7,1117,3,3 years,1
44547,20000,20,36,debt_consolidation,0.07,NY,RENT,5500,660,11,9028,1,3 years,1
19636,11700,8,36,debt_consolidation,0.12,MO,MORTGAGE,4583.33,745,13,26769,1,10+ years,1
89378,7750,13,36,credit_card,0.27,TX,MORTGAGE,4208.33,660,14,11840,0,2 years,1
35796,12000,20,60,debt_consolidation,0.12,GA,RENT,3000,660,10,10828,0,4 years,1
15164,6000,7,36,debt_consolidation,0.09,CT,MORTGAGE,4500,760,10,4561,1,10+ years,1
48980,5000,8,36,home_improvement,0.27,LA,MORTGAGE,3333.33,720,16,11746,0,8 years,1
79282,6000,16,36,credit_card,0.21,TX,MORTGAGE,4183.33,665,10,7335,1,4 years,1
15704,25000,10,60,debt_consolidation,0.11,NJ,RENT,7916.67,755,6,36534,1,2 years,1
52129,23000,8,36,car,0.07,CA,MORTGAGE,25000,810,10,227,0,10+ years,1
75471,10000,13,36,debt_consolidation,0.09,OH,MORTGAGE,5416.67,700,6,8119,1,7 years,1
11953,4800,8,60,major_purchase,0.08,CA,MORTGAGE,1600,765,6,4191,1,n/a,1
77074,20500,12,36,credit_card,0.31,NV,MORTGAGE,4333.33,705,14,33294,0,10+ years,1
23829,21000,19,60,debt_consolidation,0.2,FL,MORTGAGE,6750,690,14,24763,0,< 1 year,1
33557,7500,8,36,major_purchase,0.12,MD,OWN,2916.67,820,2,349,0,1 year,1
20782,16800,16,36,debt_consolidation,0.07,MO,MORTGAGE,6666.67,675,8,16211,1,< 1 year,1
476,10000,12,36,debt_consolidation,0.08,CA,MORTGAGE,4133.33,685,6,11735,2,10+ years,1
25849,12000,16,60,small_business,0.19,NY,RENT,4000,685,9,11376,0,10+ years,1
51979,17900,18,60,debt_consolidation,0.07,TX,RENT,5000,705,7,10217,0,10+ years,1
102637,24000,17,36,debt_consolidation,0.13,FL,RENT,18483,670,14,40099,6,5 years,1
66528,9600,14,36,debt_consolidation,0.21,MO,MORTGAGE,2750,670,16,11518,0,10+ years,1
20309,8000,13,60,credit_card,0.19,VT,MORTGAGE,11583.33,700,13,86700,0,10+ years,1
22312,9000,13,36,major_purchase,0.19,NJ,OWN,6750,690,7,26588,1,4 years,1
32340,10000,15,36,major_purchase,0.19,OH,MORTGAGE,8083.33,675,14,9246,1,10+ years,1
51429,8000,16,36,debt_consolidation,0.1,TX,RENT,5250,665,14,6035,1,5 years,1
11819,12000,16,60,major_purchase,0.1,TX,RENT,5000,680,9,6852,1,3 years,1
95994,20000,11,36,debt_consolidation,0.17,NH,MORTGAGE,6650,715,9,19955,1,10+ years,1
103708,4800,8,36,debt_consolidation,0.24,FL,MORTGAGE,3750,710,19,114509,0,n/a,1
41417,28000,19,60,debt_consolidation,0.05,VA,MORTGAGE,10813.17,685,8,9397,3,10+ years,1
77733,10000,11,36,home_improvement,0.09,NC,OWN,4000,705,17,10750,0,5 years,1
80219,7300,7,36,credit_card,0.2,GA,MORTGAGE,3416.67,730,14,23030,0,4 years,1
41948,8450,8,36,debt_consolidation,0.11,PA,RENT,3000,730,6,7603,1,3 years,1
65978,20000,22,60,home_improvement,0.17,TX,MORTGAGE,5000,675,5,19780,1,2 years,1
69027,16000,22,60,home_improvement,0.11,IL,MORTGAGE,3466.67,665,8,13797,1,7 years,1
42567,30000,17,36,debt_consolidation,0.12,TX,RENT,10000,695,17,18680,0,3 years,1
29901,12000,15,60,credit_card,0.2,WA,MORTGAGE,4166.67,700,10,18559,1,7 years,1
6521,24500,12,36,house,0.13,NY,OWN,12500,810,10,346,0,10+ years,1
101612,3000,14,36,educational,0.02,FL,OWN,588.5,640,4,469,0,8 years,1
78680,8000,15,36,other,0.19,CO,OWN,3083.33,680,14,1669,2,4 years,1
5923,17000,9,36,vacation,0.02,CA,MORTGAGE,10000,775,15,63646,1,< 1 year,1
35870,4200,12,36,debt_consolidation,0.16,IL,RENT,6041.67,680,11,5913,0,8 years,1
32893,1400,14,36,medical,0.03,OR,RENT,2750,680,3,1276,0,1 year,1
59277,2500,15,36,debt_consolidation,0.24,FL,OWN,5130.42,670,13,5942,2,4 years,1
48342,12000,15,36,debt_consolidation,0.18,TX,MORTGAGE,3333.33,675,12,6209,1,7 years,1
33055,2200,12,36,home_improvement,0.01,NY,MORTGAGE,7167.92,725,4,2639,0,3 years,1
93780,35000,16,36,debt_consolidation,0.2,FL,MORTGAGE,14166.67,660,12,216561,1,10+ years,1
84644,12000,14,36,debt_consolidation,0.1,NY,MORTGAGE,20833.33,695,17,23800,2,4 years,1
50596,9600,14,36,other,0.14,MN,RENT,3206.67,670,10,9824,0,9 years,1
93374,16500,6,36,debt_consolidation,0.23,CA,MORTGAGE,5416.67,815,17,14835,0,10+ years,1
10819,15000,12,60,debt_consolidation,0.16,MA,MORTGAGE,6166.67,730,6,42971,0,10+ years,1
27369,1500,11,36,other,0.16,CA,MORTGAGE,5555.08,685,16,21774,2,10+ years,1
89755,4000,12,36,debt_consolidation,0.26,WI,MORTGAGE,3333.33,705,8,24937,0,1 year,1
13183,4325,11,36,other,0.18,GA,RENT,4400,705,7,3365,0,2 years,1
16900,3600,7,36,debt_consolidation,0.19,CO,RENT,1500,715,7,4298,0,< 1 year,1
88332,28000,8,36,debt_consolidation,0.19,OH,MORTGAGE,14166.67,730,10,49026,0,10+ years,1
49292,15000,13,36,credit_card,0.19,CA,RENT,4000,695,7,15055,0,2 years,1
65245,5000,15,36,wedding,0.1,CA,RENT,1916.67,660,8,5982,0,5 years,1
48606,21000,14,36,debt_consolidation,0.11,SC,MORTGAGE,10700,710,12,16830,2,2 years,1
21688,5000,17,60,car,0.04,WI,MORTGAGE,3000,680,4,760,1,10+ years,1
77606,14400,10,36,debt_consolidation,0.29,MD,MORTGAGE,5083.33,705,12,4292,0,9 years,1
65358,13600,13,36,debt_consolidation,0.2,HI,RENT,3666.67,680,14,20411,0,4 years,1
6908,7500,8,36,debt_consolidation,0.08,NJ,OWN,10000,775,14,5195,1,3 years,1
90491,18000,19,36,moving,0.33,GA,MORTGAGE,5416.67,685,10,15626,1,10+ years,1
10594,15000,8,36,credit_card,0.04,OH,RENT,10000,755,8,6055,2,5 years,1
49772,4800,12,36,other,0.17,MD,RENT,4800,680,7,2770,0,< 1 year,1
75838,10000,13,36,debt_consolidation,0.27,CO,RENT,3166.67,680,6,7271,0,7 years,1
47896,26500,18,60,debt_consolidation,0.04,WA,RENT,4416.67,720,3,7628,1,3 years,1
6011,15800,11,36,debt_consolidation,0.22,OK,OWN,8333.33,745,7,29860,0,< 1 year,1
58595,20000,9,36,debt_consolidation,0.03,NC,MORTGAGE,17500,735,6,28579,2,8 years,1
54201,7000,15,36,credit_card,0.15,TX,RENT,12208.33,685,22,25181,3,10+ years,1
50633,24000,8,36,home_improvement,0.14,OK,MORTGAGE,6833.33,760,8,11058,0,10+ years,1
59083,12000,15,36,debt_consolidation,0.11,AR,RENT,8333.33,685,14,19696,2,6 years,1
101795,10000,11,36,debt_consolidation,0.1,IN,RENT,2083.33,685,4,6552,4,< 1 year,1
27048,23000,12,36,credit_card,0.21,LA,MORTGAGE,7000,725,10,21598,3,10+ years,1
23087,14000,18,60,home_improvement,0.16,NH,OWN,4666.67,695,11,10948,3,10+ years,1
84582,18000,19,60,debt_consolidation,0.23,TX,MORTGAGE,5416.67,695,10,14744,2,2 years,1
85509,7000,10,36,other,0.24,CA,MORTGAGE,10250,705,15,43306,0,2 years,1
34695,12700,8,60,home_improvement,0.19,PA,MORTGAGE,5833.33,775,12,14787,0,10+ years,1
14152,12000,14,60,credit_card,0.18,CA,MORTGAGE,4666.67,700,14,13616,0,8 years,1
82435,4500,11,36,other,0.35,WA,RENT,2700,690,13,6747,0,10+ years,1
7254,1000,8,36,moving,0.17,NY,RENT,6000,715,11,23572,1,3 years,1
49690,1000,16,36,home_improvement,0.24,MD,OWN,3000,665,5,3430,1,3 years,1
67383,10550,12,36,debt_consolidation,0.19,NJ,RENT,5583.33,685,7,9533,0,10+ years,1
72091,17825,14,36,debt_consolidation,0.19,TX,MORTGAGE,6250,690,12,27554,0,10+ years,1
83505,10750,14,36,other,0.26,OH,RENT,2666.67,720,3,9800,0,8 years,1
55812,13600,8,36,home_improvement,0.13,CA,MORTGAGE,6250,740,7,14524,0,n/a,1
80906,20000,22,60,debt_consolidation,0.24,WA,MORTGAGE,7000,670,8,19537,1,10+ years,1
88495,10050,14,36,debt_consolidation,0.25,MT,MORTGAGE,2500,685,9,10421,0,7 years,1
42455,30000,9,36,debt_consolidation,0.27,CA,RENT,6666.67,740,7,10472,0,< 1 year,1
63971,27575,17,36,credit_card,0.33,PA,MORTGAGE,5750,700,21,24705,2,n/a,1
92524,14675,13,36,debt_consolidation,0.19,MA,MORTGAGE,4416.67,695,16,17930,2,10+ years,1
79400,10000,14,36,debt_consolidation,0.18,CA,RENT,3333.33,675,9,10525,0,10+ years,1
65957,7275,8,36,debt_consolidation,0.25,CA,RENT,7000,720,13,8532,0,4 years,1
88526,4200,17,36,credit_card,0.15,AK,RENT,2083.33,660,7,3690,0,< 1 year,1
104012,25000,12,36,debt_consolidation,0.07,TX,MORTGAGE,5250,730,9,18318,4,10+ years,1
30929,13500,20,60,debt_consolidation,0.15,DC,RENT,2666.67,665,6,13341,1,10+ years,1
101002,2200,15,36,debt_consolidation,0.29,CA,RENT,4750,675,13,26552,0,n/a,1
54710,20000,14,36,debt_consolidation,0.1,CA,RENT,3750,700,13,9775,1,10+ years,1
50817,14000,13,36,credit_card,0.17,CA,RENT,5500,680,10,4919,0,7 years,1
88361,12000,7,36,credit_card,0.11,WA,RENT,12500,730,12,15445,0,3 years,1
47163,4200,14,36,other,0.13,TX,OWN,5000,710,8,9234,1,4 years,1
74506,7100,11,36,debt_consolidation,0.12,GA,MORTGAGE,2183.33,690,7,7013,0,10+ years,1
48636,15000,15,36,credit_card,0.06,WA,MORTGAGE,5416.67,700,9,13775,1,10+ years,1
2007,15000,11,36,small_business,0.03,TX,MORTGAGE,6666.67,750,13,11002,1,< 1 year,1
55042,9000,15,36,credit_card,0.14,MI,RENT,2500,665,10,11540,0,< 1 year,1
63404,23300,24,60,debt_consolidation,0.34,GA,MORTGAGE,13666.67,660,15,72774,1,9 years,1
97210,20000,16,60,credit_card,0.26,CA,RENT,4166.67,690,23,34720,0,5 years,1
56887,2000,14,36,credit_card,0.25,NY,RENT,7583.33,670,11,39656,0,10+ years,1
13181,25000,14,60,debt_consolidation,0.09,VA,RENT,10833.33,720,11,35046,2,< 1 year,1
15176,11975,15,60,debt_consolidation,0.2,MD,MORTGAGE,5382,695,11,9475,0,3 years,1
85370,10000,16,36,debt_consolidation,0.14,OH,MORTGAGE,4583.33,675,16,24989,1,10+ years,1
4481,9000,11,36,credit_card,0.19,TX,RENT,3750,715,6,14576,0,< 1 year,1
20862,15800,16,60,debt_consolidation,0.2,CA,MORTGAGE,7388.42,710,13,32120,1,10+ years,1
363,10000,13,36,small_business,0.06,TX,OWN,10000,660,11,28653,0,10+ years,1
102503,3600,13,36,other,0.09,OK,RENT,6290,655,7,3453,0,< 1 year,1
60439,10000,13,36,credit_card,0.07,UT,MORTGAGE,3333.33,700,6,10793,2,1 year,1
53648,19500,21,36,debt_consolidation,0.03,WA,MORTGAGE,9250,675,5,8915,1,10+ years,1
26129,18000,7,36,credit_card,0.09,NY,OWN,4250,755,5,19566,0,10+ years,1
18058,22000,9,36,debt_consolidation,0.19,MD,MORTGAGE,6041.67,725,9,6055,1,< 1 year,1
240,22350,14,36,home_improvement,0.04,NY,OWN,11250,670,8,10753,2,1 year,1
103248,5000,14,36,debt_consolidation,0.11,NY,RENT,2500,700,7,2050,4,< 1 year,1
81211,20000,8,36,debt_consolidation,0.07,CA,RENT,10833.33,770,7,16092,0,4 years,1
77887,7000,9,36,home_improvement,0.15,KY,MORTGAGE,5416.67,720,14,15272,1,3 years,1
79088,15000,14,60,debt_consolidation,0.03,NY,RENT,7236.67,750,3,3335,0,2 years,1
20486,10000,10,60,debt_consolidation,0.06,KY,MORTGAGE,2333.33,805,10,5547,2,< 1 year,1
81840,25000,21,60,debt_consolidation,0.09,NJ,RENT,6250,680,5,17213,0,9 years,1
53284,14400,13,36,debt_consolidation,0.21,CA,RENT,3333.33,700,9,14073,1,3 years,1
43392,10000,11,36,debt_consolidation,0.13,TX,RENT,2833.33,710,5,14087,0,5 years,1
96514,19750,16,36,other,0.05,FL,MORTGAGE,8333.33,700,9,11383,0,< 1 year,1
41484,10000,12,36,credit_card,0.12,NC,MORTGAGE,4000,695,11,8413,0,10+ years,1
4873,4550,14,36,medical,0.17,CA,RENT,10833.33,680,10,66461,0,< 1 year,1
1340,7500,11,36,credit_card,0.21,VA,MORTGAGE,7500,745,12,120338,0,2 years,1
27608,13075,12,60,debt_consolidation,0.23,OH,MORTGAGE,7291.67,715,14,27622,0,10+ years,1
41287,7000,8,36,credit_card,0.08,NY,RENT,2916.67,710,7,4276,0,3 years,1
27572,3000,7,36,other,0.21,PA,RENT,2500,800,3,1298,0,2 years,1
17946,18000,14,36,debt_consolidation,0.24,TX,MORTGAGE,5166.67,685,8,24380,0,< 1 year,1
89690,14675,16,36,credit_card,0.27,IL,RENT,3250,695,14,7525,1,2 years,1
98621,10000,14,36,credit_card,0.08,SC,MORTGAGE,3750,675,4,3776,0,3 years,1
54692,9600,11,60,other,0.04,MI,MORTGAGE,8000,725,7,3207,0,3 years,1
88893,10000,13,36,credit_card,0.03,NY,MORTGAGE,9166.67,660,5,10079,1,6 years,1
16926,1500,7,36,debt_consolidation,0.17,WI,MORTGAGE,5166.67,715,13,7453,1,6 years,1
95489,10000,14,36,debt_consolidation,0.19,WI,RENT,3750,680,8,9969,2,< 1 year,1
103355,7000,13,36,debt_consolidation,0.13,PA,RENT,4325,685,8,8076,4,3 years,1
103801,4000,17,60,debt_consolidation,0.16,WI,MORTGAGE,4721,685,18,11319,7,10+ years,1
90659,16750,8,36,credit_card,0.18,CA,OWN,9125,710,19,33986,1,2 years,1
102010,5600,13,36,debt_consolidation,0.08,CA,RENT,2500,660,6,18718,2,4 years,1
74303,11950,14,36,other,0.21,RI,MORTGAGE,5833.33,700,22,15962,1,8 years,1
29601,12000,14,60,credit_card,0.1,CA,RENT,4166.67,715,13,16069,1,10+ years,1
36716,5000,8,36,debt_consolidation,0.1,CO,MORTGAGE,4333.33,755,5,1825,1,7 years,1
76218,3800,12,36,debt_consolidation,0.23,SC,OWN,2641.67,705,3,8467,0,3 years,1
43556,9000,11,36,small_business,0.22,NC,RENT,3000,700,6,4602,0,< 1 year,1
53046,5000,10,36,credit_card,0.18,OK,MORTGAGE,3333.33,695,9,5330,0,6 years,1
14190,7000,12,36,credit_card,0.12,CA,RENT,3400,690,8,6163,1,< 1 year,1
29227,5000,11,36,vacation,0.15,IL,RENT,7333.33,725,23,35055,1,1 year,1
28738,20000,12,60,debt_consolidation,0.2,IL,MORTGAGE,4500,740,15,26424,0,10+ years,1
